detector,indentifier,unit
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,NCBITaxon_543,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,NCBITaxon_544,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified,NCBITaxon_2644389,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter,NCBITaxon_547,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae,NCBITaxon_550,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,NCBITaxon_561,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,NCBITaxon_2608889,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,NCBITaxon_570,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,NCBITaxon_2608929,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea,NCBITaxon_53335,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified,NCBITaxon_2630326,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales,NCBITaxon_118969,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae,NCBITaxon_444,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionellaceae_unclassified,NCBITaxon_45616,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales,NCBITaxon_135618,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae,NCBITaxon_403,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter,NCBITaxon_429,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_marinus,NCBITaxon_34058,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales,NCBITaxon_135619,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae,NCBITaxon_28256,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas,NCBITaxon_2745,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_titanicae,NCBITaxon_664683,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_unclassified,NCBITaxon_2609666,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,NCBITaxon_135625,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,NCBITaxon_712,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,NCBITaxon_724,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus,NCBITaxon_726,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,NCBITaxon_729,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,NCBITaxon_72274,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,NCBITaxon_468,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter,NCBITaxon_469,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baumannii,NCBITaxon_470,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii,NCBITaxon_40214,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii,NCBITaxon_28090,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_oleivorans,NCBITaxon_1148157,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus,NCBITaxon_134533,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii_calcoaceticus_nosocomialis,NCBITaxon_106654,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_radioresistens,NCBITaxon_40216,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri,NCBITaxon_108981,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_soli,NCBITaxon_487316,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_unclassified,NCBITaxon_196816,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii,NCBITaxon_108980,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Enhydrobacter,NCBITaxon_212791,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Enhydrobacter|s__Enhydrobacter_aerosaccus,NCBITaxon_225324,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,NCBITaxon_135621,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio,NCBITaxon_10,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio|s__Cellvibrio_sp_BR,NCBITaxon_1134474,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio|s__Cellvibrio_unclassified,NCBITaxon_2624793,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,NCBITaxon_286,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alcaligenes,NCBITaxon_43263,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alcaliphila,NCBITaxon_101564,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii,NCBITaxon_75612,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mendocina,NCBITaxon_300,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_nitroreducens,NCBITaxon_46680,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida,NCBITaxon_303,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri,NCBITaxon_316,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_taiwanensis,NCBITaxon_470150,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified,NCBITaxon_2583993,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales,NCBITaxon_72273,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae,NCBITaxon_135616,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga,NCBITaxon_40222,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_unclassified,NCBITaxon_2629249,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,NCBITaxon_135614,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae,NCBITaxon_568386,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Nevskia,NCBITaxon_64001,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Nevskia|s__Nevskia_ramosa,NCBITaxon_64002,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Sinobacteraceae_unclassified,NCBITaxon_694019,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,NCBITaxon_32033,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Dyella,NCBITaxon_231454,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Dyella|s__Dyella_japonica,NCBITaxon_231455,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas,NCBITaxon_83618,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_unclassified,NCBITaxon_2645906,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter,NCBITaxon_75309,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_fulvus,NCBITaxon_219571,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_thiooxydans,NCBITaxon_416169,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_unclassified,NCBITaxon_2621553,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rudaea,NCBITaxon_886360,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rudaea|s__Rudaea_cellulosilytica,NCBITaxon_540746,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas,NCBITaxon_40323,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia,NCBITaxon_40324,UO:0000187
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_unclassified,NCBITaxon_196198,UO:0000187
k__Bacteria|p__Tenericutes,NCBITaxon_544448,UO:0000187
k__Bacteria|p__Tenericutes|c__Mollicutes,NCBITaxon_31969,UO:0000187
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales,NCBITaxon_2085,UO:0000187
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,NCBITaxon_2092,UO:0000187
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma,NCBITaxon_2093,UO:0000187
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis,NCBITaxon_2098,UO:0000187
k__Bacteria|p__Verrucomicrobia,NCBITaxon_74201,UO:0000187
k__Bacteria|p__Verrucomicrobia|c__Opitutae,NCBITaxon_414999,UO:0000187
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_noname,NCBITaxon_415000,UO:0000187
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_noname|f__Opitutaceae,NCBITaxon_134623,UO:0000187
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_noname|f__Opitutaceae|g__Opitutus,NCBITaxon_178440,UO:0000187
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_noname|f__Opitutaceae|g__Opitutus|s__Opitutus_terrae,NCBITaxon_107709,UO:0000187
k__Eukaryota,NCBITaxon_2759,UO:0000187
k__Eukaryota|p__Ascomycota,NCBITaxon_4890,UO:0000187
k__Eukaryota|p__Ascomycota|c__Saccharomycetes,NCBITaxon_4891,UO:0000187
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales,NCBITaxon_4892,UO:0000187
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,NCBITaxon_4893,UO:0000187
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces,NCBITaxon_4930,UO:0000187
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae,NCBITaxon_4932,UO:0000187
k__Viruses,NCBITaxon_10239,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales,NCBITaxon_28883,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae,NCBITaxon_10699,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus,NCBITaxon_186532,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified,NCBITaxon_329156,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname,NCBITaxon_1982251,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_P100D,NCBITaxon_1982266,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_P100_A,NCBITaxon_1982265,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Yualikevirus,NCBITaxon_1299429,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Yualikevirus|s__Pseudomonas_phage_YuA,NCBITaxon_462590,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Yualikevirus|s__Yualikevirus_unclassified,NCBITaxon_1308898,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname,NCBITaxon_2169561,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae,NCBITaxon_186534,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Cavemovirus,NCBITaxon_186533,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Cavemovirus|s__Tobacco_vein_clearing_virus,NCBITaxon_107324,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae,NCBITaxon_11632,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Betaretrovirus,NCBITaxon_140052,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Betaretrovirus|s__Jaagsiekte_sheep_retrovirus,NCBITaxon_11746,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus,NCBITaxon_153135,UO:0000187
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus|s__Porcine_type_C_oncovirus,NCBITaxon_369960,UO:0000187
